Region,Voxels,Volume_mm3,Percent_of_Total
Unknown,15803711,15803711.0,94.19745802879333
Cerebral-White-Matter,338389,338389.0,2.016955614089966
Cerebellum-Cortex,86724,86724.0,0.5169153213500977
superiorfrontal,44993,44993.0,0.26817917823791504
Lateral-Ventricle,42168,42168.0,0.2513408660888672
superiortemporal,28843,28843.0,0.17191767692565918
precentral,23099,23099.0,0.1376807689666748
inferiorparietal,21449,21449.0,0.12784600257873535
middletemporal,20298,20298.0,0.12098550796508789
rostralmiddlefrontal,19806,19806.0,0.11805295944213867
lateraloccipital,18981,18981.0,0.11313557624816895
postcentral,18491,18491.0,0.1102149486541748
Cerebellum-White-Matter,18117,18117.0,0.1079857349395752
superiorparietal,17532,17532.0,0.10449886322021484
Brain-Stem,17356,17356.0,0.10344982147216797
supramarginal,16871,16871.0,0.10055899620056152
precuneus,15541,15541.0,0.09263157844543457
WM-hypointensities,15329,15329.0,0.09136795997619629
lateralorbitofrontal,15276,15276.0,0.09105205535888672
inferiortemporal,14638,14638.0,0.0872492790222168
caudalmiddlefrontal,12929,12929.0,0.07706284523010254
lingual,12196,12196.0,0.0726938247680664
fusiform,12153,12153.0,0.07243752479553223
Thalamus,10491,10491.0,0.0625312328338623
insula,10151,10151.0,0.06050467491149902
Putamen,8923,8923.0,0.053185224533081055
medialorbitofrontal,8831,8831.0,0.05263686180114746
Caudate,8428,8428.0,0.05023479461669922
paracentral,8058,8058.0,0.048029422760009766
parstriangularis,7998,7998.0,0.04767179489135742
parsopercularis,7321,7321.0,0.04363656044006348
cuneus,7014,7014.0,0.041806697845458984
posteriorcingulate,6150,6150.0,0.036656856536865234
VentralDC,6009,6009.0,0.03581643104553223
Hippocampus,5971,5971.0,0.03558993339538574
rostralanteriorcingulate,5345,5345.0,0.03185868263244629
pericalcarine,4696,4696.0,0.027990341186523438
caudalanteriorcingulate,4154,4154.0,0.024759769439697266
parsorbitalis,4087,4087.0,0.02436041831970215
isthmuscingulate,3938,3938.0,0.023472309112548828
Inf-Lat-Vent,3267,3267.0,0.019472837448120117
Pallidum,3208,3208.0,0.019121170043945312
4th-Ventricle,2669,2669.0,0.015908479690551758
parahippocampal,2643,2643.0,0.015753507614135742
3rd-Ventricle,2510,2510.0,0.014960765838623047
Amygdala,1932,1932.0,0.011515617370605469
transversetemporal,1926,1926.0,0.011479854583740234
choroid-plexus,1924,1924.0,0.011467933654785156
CSF,1912,1912.0,0.011396408081054688
entorhinal,1623,1623.0,0.009673833847045898
Accumbens-area,1147,1147.0,0.006836652755737305
